"id","performer","song","genre","track_duration","track_explicit","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","time_signature"
94169,"Slick Rick","Behind Bars","['alternative hip hop', 'bronx hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'old school hip hop', 'rap', 'southern hip hop']",201960,FALSE,0.542,0.819,7,-6.204,1,0.379,0.105,0,0.221,0.647,190.282,4
98883,"Drake","Behind Barz","['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",163120,TRUE,0.854,0.554,8,-4.684,1,0.172,0.769,1.84e-06,0.0749,0.272,142.069,4
67468,"Cher","Behind The Door","['dance pop', 'hollywood', 'new wave pop', 'pop']",222946,FALSE,0.321,0.339,0,-11.312,0,0.0288,0.648,0,0.114,0.48,82.14,3
88127,"Kelly Clarkson","Behind These Hazel Eyes","['dance pop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop', 'talent show']",198973,FALSE,0.548,0.889,9,-4.682,1,0.0382,0.00165,0.00109,0.197,0.425,90.048,4
93243,"The Grass Roots","Bella Linda","['brill building pop', 'bubblegum pop', 'classic rock', 'country rock', 'folk rock', 'mellow gold', 'merseybeat', 'soft rock', 'sunshine pop']",178906,FALSE,0.491,0.226,1,-14.035,1,0.034,0.376,0.000178,0.06,0.489,110.338,4
27792,"Lil Jon Featuring Tyga","Bend Ova","['atl hip hop', 'crunk', 'dance pop', 'dirty south rap', 'pop rap', 'southern hip hop']",226106,TRUE,0.855,0.968,1,-3.278,1,0.157,0.0143,0.0025,0.0988,0.798,103.005,4
91252,"Four Tops","Bernadette","['adult standards', 'brill building pop', 'classic soul', 'disco', 'funk', 'mellow gold', 'motown', 'quiet storm', 'soft rock', 'soul']",183373,FALSE,0.656,0.825,6,-7.549,1,0.03,0.152,0,0.1,0.748,111.077,4
67236,"Eminem","Berzerk","['detroit hip hop', 'hip hop', 'rap']",238746,TRUE,0.739,0.872,11,-4.059,0,0.333,0.0217,0,0.26,0.684,95.084,4
53031,"Drake","Best I Ever Had","['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",258760,TRUE,0.431,0.894,5,-2.673,0,0.33,0.0951,0,0.188,0.604,162.193,4
15257,"Gary Allan","Best I Ever Had","['contemporary country', 'country', 'country road', 'modern country rock']",251480,FALSE,0.273,0.59,6,-4.997,1,0.0295,0.00254,1.07e-06,0.108,0.214,174.863,4
29841,"Gavin DeGraw","Best I Ever Had","['acoustic pop', 'neo mellow', 'pop', 'pop rock']",226200,FALSE,0.547,0.932,7,-5.237,1,0.0968,0.00229,0,0.335,0.513,134.981,4
15204,"Travis Tritt","Best Of Intentions","['contemporary country', 'country', 'country road', 'country rock', 'outlaw country']",257399,FALSE,0.659,0.468,8,-7.439,1,0.0232,0.363,0,0.0964,0.37,99.066,4
61570,"Beyonce","Best Thing I Never Had","['dance pop', 'pop', 'pop rap', 'r&b']",253746,FALSE,0.545,0.649,6,-4.062,1,0.0324,0.143,1.57e-05,0.0894,0.297,99.099,4
41264,"Gladys Knight And The Pips","Best Thing That Ever Happened To Me","['adult standards', 'brill building pop', 'classic soul', 'disco', 'funk', 'motown', 'quiet storm', 'soul', 'southern soul']",224986,FALSE,0.352,0.545,1,-11.939,0,0.0871,0.309,0.0564,0.106,0.459,189.498,4
24761,"The Persuaders","Best Thing That Ever Happened To Me","['classic soul', 'motown', 'southern soul']",294999,FALSE,0.392,0.424,2,-11.022,1,0.0379,0.786,0.00636,0.125,0.404,74.02,4
20624,"B.o.B Featuring T.I. & Playboy Tre","Bet I","['atl hip hop', 'dance pop', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop']",257920,TRUE,0.825,0.877,6,-4.556,1,0.118,0.103,0,0.33,0.963,133.973,4
91811,"Johnny Lee","Bet Your Heart On Me","['classic country pop', 'country', 'country rock']",166866,FALSE,0.71,0.351,4,-14.737,1,0.0358,0.651,2.28e-06,0.121,0.611,119.255,4
48656,"Gloria Estefan & Miami Sound Machine","Betcha Say That","['dance pop', 'latin pop', 'new wave pop', 'soft rock']",276666,FALSE,0.812,0.696,3,-11.087,1,0.046,0.418,0.0103,0.471,0.863,124.995,4
11913,"Keith Urban","Better Life","['australian country', 'contemporary country', 'country', 'country road']",283160,FALSE,0.618,0.832,2,-3.535,1,0.0374,0.0402,1.58e-05,0.033,0.8,104.942,4
84453,"New Boyz Featuring Chris Brown","Better With The Lights Off","['dance pop', 'pop rap', 'southern hip hop']",219080,TRUE,0.573,0.848,7,-2.742,1,0.057,0.0521,0,0.25,0.561,112.084,4
51504,"Khalid","Better","['alternative r&b', 'pop']",229320,FALSE,0.596,0.552,0,-10.278,0,0.097,0.0765,0.334,0.104,0.112,97.949,4
57943,"Weezer","Beverly Hills","['alternative rock', 'modern rock', 'permanent wave', 'pop rock', 'post-grunge', 'rock']",196093,FALSE,0.693,0.823,5,-3.761,1,0.0726,0.0932,0,0.328,0.741,87.904,4
20397,"James Brown And The Famous Flames","Bewildered","['motown', 'soul']",146933,FALSE,0.468,0.4,5,-9.843,1,0.0322,0.461,0,0.112,0.43,104.929,1
89118,"Lou Christie","Beyond The Blue Horizon","['brill building pop', 'bubblegum pop', 'doo-wop', 'merseybeat', 'rock-and-roll']",224933,FALSE,0.241,0.487,10,-11.312,1,0.0322,0.566,0.144,0.0683,0.386,151.81,4
62188,"Bobby Darin","Beyond The Sea","['adult standards', 'brill building pop', 'easy listening', 'lounge', 'motown', 'rock-and-roll', 'rockabilly', 'soul', 'swing', 'vocal jazz']",172480,FALSE,0.521,0.516,2,-7.456,0,0.0369,0.723,0,0.257,0.569,136.483,4
20630,"Herb Alpert","Beyond","['adult standards', 'easy listening', 'lounge']",361226,FALSE,0.74,0.912,0,-11.916,1,0.0401,0.197,0.793,0.0745,0.703,126.652,4
19283,"Jimmy Dean","Big Bad John","['nashville sound']",182560,FALSE,0.516,0.457,8,-12.609,1,0.184,0.596,0,0.106,0.455,173.934,4
13294,"YG Featuring 2 Chainz, Big Sean & Nicki Minaj","Big Bank","['cali rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",237240,TRUE,0.745,0.346,1,-7.709,1,0.331,0.00552,0,0.0881,0.112,203.911,4
83150,"Gucci Mane Featuring Kodak Black & London On Da Track","Big Boy Diamonds","['atl hip hop', 'dirty south rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",151481,TRUE,0.883,0.635,0,-6.284,0,0.299,0.0307,0,0.114,0.542,129.042,4
88451,"Eddie Money","Big Crash","['album rock', 'classic rock', 'folk rock', 'hard rock', 'mellow gold', 'pop rock', 'rock', 'soft rock']",219440,FALSE,0.494,0.804,2,-5.759,1,0.0389,0.00328,0.00538,0.083,0.799,157.877,4
14433,"Alphaville","Big In Japan","['dance rock', 'europop', 'new romantic', 'new wave', 'new wave pop', 'synthpop']",286160,FALSE,0.748,0.414,2,-15.15,0,0.0405,0.069,0.0671,0.336,0.239,97.646,4
96483,"Goo Goo Dolls","Big Machine","['alternative rock', 'neo mellow', 'permanent wave', 'pop rock', 'post-grunge']",189546,FALSE,0.42,0.895,3,-4.155,1,0.0614,0.00103,0.000207,0.356,0.577,108.832,4
84487,"The Four Preps","Big Man","['deep adult standards', 'vocal harmony group']",143266,FALSE,0.523,0.509,3,-8.451,1,0.03,0.914,0,0.267,0.789,125.539,4
2057,"Megan Thee Stallion","Big Ole Freak","['houston rap', 'pop', 'pop rap', 'trap queen']",214850,TRUE,0.799,0.699,2,-7.694,1,0.204,0.00867,0,0.132,0.627,142.979,4
3864,"Coi Leray & Pooh Shiesty","Big Purr (Prrdd)",NA,116760,TRUE,0.774,0.412,1,-8.619,1,0.378,0.026,0,0.088,0.38,139.943,4
12380,"Claude King","Big River, Big Man","['cowboy western']",147133,FALSE,0.579,0.423,3,-10.761,1,0.0355,0.816,0,0.0859,0.815,150.772,4
88031,"Lou Christie","Big Time","['brill building pop', 'bubblegum pop', 'doo-wop', 'merseybeat', 'rock-and-roll']",124493,FALSE,0.426,0.675,8,-6.572,1,0.0286,0.132,0,0.316,0.813,152.98,4
8886,"Counting Crows Featuring Vanessa Carlton","Big Yellow Taxi","['alternative rock', 'neo mellow', 'pop rock', 'post-grunge', 'rock', 'singer-songwriter']",225573,FALSE,0.678,0.866,1,-4.341,1,0.048,0.00295,0,0.16,0.842,88.041,4
9815,"Quavo","Biggest Alley Oop","['atl hip hop', 'hip hop', 'melodic rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",180960,TRUE,0.86,0.408,0,-5.389,1,0.189,0.166,0,0.111,0.0548,75.481,4
42318,"Ambrosia","Biggest Part Of Me","['adult standards', 'album rock', 'art rock', 'classic rock', 'country rock', 'folk rock', 'mellow gold', 'soft rock', 'symphonic rock', 'yacht rock']",324040,FALSE,0.498,0.723,10,-8.053,1,0.05,0.238,0,0.353,0.882,153.227,4
40788,"Rihanna Featuring Chris Brown","Birthday Cake","['barbadian pop', 'dance pop', 'pop', 'post-teen pop', 'r&b', 'urban contemporary']",78200,TRUE,0.702,0.826,3,-6.498,1,0.0529,0.32,0.000227,0.355,0.329,80.014,4
97586,"The Pixies Three","Birthday Party","['classic girl group']",131026,FALSE,0.534,0.491,11,-13.245,0,0.082,0.102,0,0.0758,0.914,169.45,4
89480,"Stephanie Mills","Bit By Bit (Theme From Fletch)","['disco', 'funk', 'motown', 'new jack swing', 'post-disco', 'quiet storm', 'r&b', 'soul', 'urban contemporary']",210306,FALSE,0.692,0.694,8,-9.797,1,0.0367,0.037,0.0613,0.227,0.754,134.648,4
25664,"Elton John","Bite Your Lip (Get up and dance!)","['glam rock', 'mellow gold', 'piano rock']",402866,FALSE,0.568,0.949,5,-6.858,1,0.0842,0.00915,0.00101,0.193,0.555,142.45,4
69309,"Melanie","Bitter Bad","['pop']",183666,FALSE,0.528,0.321,1,-13.86,1,0.154,0.972,0.000188,0.331,0.534,137.567,4
35891,"The Verve","Bitter Sweet Symphony","['alternative rock', 'britpop', 'modern rock', 'neo mellow', 'permanent wave', 'pop rock', 'rock', 'shoegaze']",357266,FALSE,0.356,0.917,9,-6.006,1,0.0479,0.0335,0,0.406,0.518,171.176,4
64699,"Olivia","Bizounce","['dance pop', 'electropop', 'pop', 'pop rap', 'post-teen pop']",264466,TRUE,0.785,0.539,7,-8.23,1,0.0505,0.0134,8.61e-06,0.0528,0.721,137.999,4
22970,"Goo Goo Dolls","Black Balloon","['alternative rock', 'neo mellow', 'permanent wave', 'pop rock', 'post-grunge']",249533,FALSE,0.339,0.625,1,-8.57,1,0.028,0.057,0.000102,0.229,0.334,104.68,4
80681,"Rae Sremmurd Featuring Gucci Mane","Black Beatles","['hip hop', 'melodic rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",291893,TRUE,0.794,0.632,0,-6.163,1,0.0649,0.142,0,0.128,0.355,145.926,4
22630,"Ram Jam","Black Betty","['album rock', 'classic rock', 'rock', 'southern rock']",237893,FALSE,0.465,0.865,11,-9.573,0,0.098,0.018,0.00135,0.0769,0.677,117.528,4
12330,"Newcity Rockers","Black Dog","[]",238167,FALSE,0.55,0.747,9,-8.687,0,0.0328,0.000669,0.000414,0.0831,0.805,95.476,4
92279,"Bobby Bland","Black Night","['blues', 'electric blues', 'soul', 'soul blues', 'southern soul']",166506,FALSE,0.294,0.485,5,-10.691,1,0.0374,0.791,2.98e-06,0.0877,0.576,171.807,3
70418,"The Main Ingredient","Black Seeds Keep On Growing","['classic soul', 'disco', 'funk', 'jazz funk', 'motown', 'quiet storm', 'soul', 'southern soul']",211666,FALSE,0.426,0.797,3,-10.082,0,0.105,0.623,0,0.421,0.8,106.492,4
90053,"Mista","Blackberry Molasses","['baton rouge rap', 'deep southern trap']",246453,FALSE,0.765,0.387,0,-9.142,1,0.0283,0.26,7.57e-06,0.126,0.697,95.173,4
98405,"Jason Aldean","Blame It On You","['contemporary country', 'country', 'country road']",215360,FALSE,0.484,0.783,2,-5.334,1,0.0308,0.0957,0.000118,0.107,0.594,137.918,4
11710,"Rod Wave","Blame On You","['florida rap']",165925,TRUE,0.697,0.684,1,-7.272,0,0.187,0.264,0,0.0398,0.712,161.922,4
11824,"Calvin Harris Featuring John Newman","Blame","['dance pop', 'edm', 'electro house', 'house', 'pop', 'progressive house', 'tropical house', 'uk dance']",212960,FALSE,0.413,0.856,0,-4.078,0,0.0808,0.0289,0.00571,0.343,0.35,128.017,4
4178,"I Prevail","Blank Space","['nu-metalcore']",240927,FALSE,0.437,0.863,11,-5.28,0,0.0941,0.00302,0,0.144,0.233,194.073,4
13088,"Ty Dolla $ign Featuring Future & Rae Sremmurd","Blase","['hip hop', 'pop', 'pop rap', 'r&b', 'trap', 'trap soul']",285240,TRUE,0.897,0.642,2,-8.828,1,0.0534,0.0219,1.31e-06,0.159,0.291,127.984,4
68340,"Bobby Bland","Blind Man","['blues', 'electric blues', 'soul', 'soul blues', 'southern soul']",206426,FALSE,0.452,0.597,0,-6.776,0,0.0515,0.626,0,0.275,0.711,122.261,3
94956,"B.G. Featuring Baby, Turk, Mannie Fresh, Juvenile & Lil' Wayne","Bling Bling","['deep southern trap', 'dirty south rap', 'gangster rap', 'new orleans rap', 'rap', 'southern hip hop', 'trap']",312960,TRUE,0.868,0.964,2,-3.72,1,0.111,0.0467,1.51e-05,0.0708,0.868,98.913,4
7814,"Michael Jackson","Blood On The Dance Floor","['pop', 'r&b', 'soul']",253000,FALSE,0.807,0.741,1,-4.472,1,0.083,0.0135,0.0316,0.06,0.558,108.989,4
45539,"George Harrison","Blow Away","['album rock', 'classic rock', 'folk rock', 'mellow gold', 'psychedelic rock', 'rock', 'roots rock', 'soft rock']",240680,FALSE,0.643,0.633,2,-8.788,1,0.0316,0.303,0,0.119,0.228,115.246,4
82435,"P!nk","Blow Me (One Last Kiss)","['dance pop', 'pop', 'post-teen pop']",255586,TRUE,0.597,0.919,7,-2.954,1,0.044,0.000145,0,0.282,0.73,113.987,4
81727,"Bachman-Turner Overdrive","Blue Collar","['album rock', 'art rock', 'blues rock', 'classic canadian rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'mellow gold', 'rock', 'roots rock', 'soft rock', 'symphonic rock']",372906,FALSE,0.64,0.371,9,-16.008,0,0.0418,0.285,0.0311,0.291,0.617,129.299,4
10344,"Willie Nelson","Blue Eyes Crying In The Rain","['classic country pop', 'country', 'nashville sound', 'outlaw country', 'singer-songwriter', 'texas country']",138693,FALSE,0.64,0.133,4,-12.726,1,0.0368,0.913,0.0509,0.112,0.376,117.61,4
63265,"Justin Hayward & John Lodge","Blue Guitar","['classic uk pop']",219826,FALSE,0.274,0.399,5,-12.484,1,0.0299,0.318,0.0695,0.211,0.3,127.356,3
22438,"David Bowie","Blue Jean","['album rock', 'art rock', 'classic rock', 'dance rock', 'glam rock', 'permanent wave', 'protopunk', 'rock']",191906,FALSE,0.559,0.849,2,-6.39,1,0.0308,0.0401,0.33,0.131,0.822,124.608,4
82986,"Yasmeen Featuring Ghostface Killah","Blue Jeans","[]",240866,FALSE,0.804,0.729,2,-3.232,1,0.0931,0.0823,0,0.323,0.827,99.876,4
65112,"The Marcels","Blue Moon","['adult standards', 'brill building pop', 'doo-wop', 'rhythm and blues', 'rock-and-roll', 'rockabilly']",135200,FALSE,0.621,0.43,7,-11.163,1,0.0343,0.69,0,0.075,0.938,127.74,4
50604,"Foreigner","Blue Morning, Blue Day","['album rock', 'classic rock', 'hard rock', 'mellow gold', 'rock', 'soft rock']",192973,FALSE,0.502,0.849,10,-8.573,0,0.0348,0.02,3.21e-06,0.696,0.53,119.126,4
90084,"Jim Reeves","Blue Side Of Lonesome","['adult standards', 'nashville sound', 'rock-and-roll']",199680,FALSE,0.527,0.185,9,-16.72,1,0.0302,0.806,0.00133,0.232,0.378,96.03,3
36202,"Midnight Oil","Blue Sky Mine","['australian alternative rock', 'australian rock', 'dance rock', 'rock']",255600,FALSE,0.631,0.852,1,-3.181,1,0.029,0.0601,0.000102,0.144,0.834,132.018,4
48876,"Bill Black's Combo","Blue Tango","[]",124920,FALSE,0.698,0.892,7,-2.343,1,0.0392,0.698,0.944,0.241,0.962,132.951,4
78439,"Bobby Vinton","Blue Velvet","['adult standards', 'brill building pop', 'bubblegum pop', 'easy listening', 'lounge', 'rock-and-roll']",168093,FALSE,0.376,0.246,10,-9.803,1,0.0286,0.862,0,0.155,0.282,80.167,1
65247,"The Moody Blues","Blue World","['album rock', 'art rock', 'british invasion', 'classic rock', 'classic uk pop', 'folk', 'folk rock', 'hard rock', 'mellow gold', 'progressive rock', 'psychedelic rock', 'rock', 'soft rock', 'symphonic rock']",319146,FALSE,0.658,0.697,9,-7.042,0,0.0364,0.354,1.8e-05,0.188,0.758,127.385,4
89741,"Fifth Harmony","Bo$$","['dance pop', 'girl group', 'pop', 'post-teen pop', 'talent show', 'viral pop']",171413,FALSE,0.813,0.872,9,-5.224,1,0.107,0.00621,0,0.0498,0.736,103.016,4
35161,"Nelly Featuring Ashanti & Akon","Body On Me","['dance pop', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'urban contemporary']",209706,FALSE,0.654,0.643,7,-7.079,0,0.275,0.144,0,0.0956,0.784,180.193,4
52201,"Loud Luxury Featuring Brando","Body","['dance pop', 'edm', 'house', 'pop', 'tropical house']",163216,FALSE,0.752,0.764,1,-4.399,1,0.038,0.0476,9.44e-05,0.0543,0.582,121.958,4
6772,"Johnny Cash","Bonanza!","['arkansas country', 'outlaw country']",140306,FALSE,0.548,0.492,3,-10.72,1,0.0287,0.898,0.0393,0.152,0.802,102.62,4
24991,"Al Caiola And His Orchestra","Bonanza","[]",140453,FALSE,0.465,0.56,0,-11.7,1,0.0345,0.813,0.126,0.11,0.884,125.631,4
95342,"Preston Epps","Bongo Rock","[]",126320,FALSE,0.341,0.994,4,-9.022,1,0.0708,0.572,0.879,0.391,0.581,168.714,4
3492,"The Fantastic Johnny C","Boogaloo Down Broadway","['philly soul']",154173,FALSE,0.802,0.675,10,-5.811,1,0.0424,0.704,0,0.0631,0.962,130.7,4
910,"Jarreau","Boogie Down","['adult standards', 'jazz funk', 'quiet storm', 'smooth jazz', 'soft rock', 'vocal jazz', 'yacht rock']",252933,FALSE,0.913,0.476,0,-13.823,1,0.0531,0.283,0.00127,0.204,0.955,112.73,4
52815,"Heatwave","Boogie Nights","['brit funk', 'classic soul', 'disco', 'funk', 'jazz funk', 'motown', 'post-disco', 'quiet storm', 'soul', 'urban contemporary']",303533,FALSE,0.62,0.54,4,-14.636,0,0.0422,0.349,2.53e-05,0.187,0.759,118.823,4
51152,"A Taste Of Honey","Boogie Oogie Oogie","['disco', 'post-disco']",338133,FALSE,0.835,0.522,2,-10.828,0,0.0916,0.0991,0.00184,0.111,0.91,123.934,4
75791,"KC And The Sunshine Band","Boogie Shoes","['disco', 'funk', 'motown', 'soft rock']",132040,FALSE,0.931,0.801,4,-10.725,1,0.0548,0.496,0.379,0.0563,0.971,119.533,4
71638,"Bette Midler","Boogie Woogie Bugle Boy","['adult standards', 'mellow gold', 'new wave pop', 'soft rock']",137173,FALSE,0.658,0.647,0,-6.787,1,0.137,0.659,0,0.174,0.825,98.49,4
56406,"The Outhere Brothers","Boom Boom Boom","['eurodance', 'hip house']",201893,FALSE,0.723,0.857,7,-9.989,1,0.241,0.0523,2.66e-05,0.149,0.642,129.87,4
35128,"Vengaboys","Boom, Boom, Boom, Boom!!","['bubblegum dance', 'dance pop', 'eurodance', 'europop']",201840,FALSE,0.8,0.894,6,-7.346,0,0.04,0.0108,0.437,0.0285,0.967,138.48,4
46618,"Jazzy Jeff & The Fresh Prince","Boom! Shake The Room","['gangster rap', 'hip hop', 'old school hip hop', 'philly rap', 'rap']",226200,FALSE,0.792,0.964,1,-5.405,1,0.154,0.0698,0,0.302,0.621,99.771,4
76070,"Randy Houser","Boots On","['contemporary country', 'country', 'country road', 'modern country rock', 'redneck']",170813,FALSE,0.712,0.89,8,-4.418,1,0.035,0.0558,4.1e-06,0.294,0.853,112.033,4
56503,"Elton John","Border Song","['glam rock', 'mellow gold', 'piano rock']",202066,FALSE,0.434,0.297,0,-11.042,1,0.0287,0.763,2.73e-06,0.0898,0.289,130.388,4
10821,"Sandy Posey","Born A Woman","['merseybeat', 'nashville sound', 'rock-and-roll']",120453,FALSE,0.75,0.456,0,-9.47,1,0.029,0.685,1.03e-06,0.134,0.939,114.501,4
66130,"Sam & Dave","Born Again","['pop', 'uk pop']",272160,FALSE,0.602,0.403,1,-11.32,1,0.0248,0.823,0.126,0.112,0.392,106.314,4
63061,"Bruce Springsteen","Born In The USA","['heartland rock', 'mellow gold', 'permanent wave', 'rock', 'singer-songwriter']",356714,FALSE,0.19,0.964,9,-3.876,1,0.0927,0.0278,0,0.959,0.139,120.399,4
34497,"Patrick Hernandez","Born To Be Alive","['disco', 'hi-nrg']",188133,FALSE,0.704,0.867,2,-5.808,1,0.0315,0.0846,0,0.206,0.809,131.467,4
98131,"Bon Jovi","Born To Be My Baby","['glam metal', 'rock']",280106,FALSE,0.534,0.959,7,-4.289,1,0.0379,0.0089,0,0.347,0.756,131.278,4
8226,"Justin Bieber","Born To Be Somebody","['canadian pop', 'dance pop', 'pop', 'post-teen pop']",181026,FALSE,0.674,0.612,1,-5.237,1,0.0293,0.194,0,0.0493,0.31,117.93,4
4565,"Bruce Springsteen","Born To Run","['heartland rock', 'mellow gold', 'permanent wave', 'rock', 'singer-songwriter']",269920,FALSE,0.27,0.944,4,-4.199,1,0.0975,0.00501,2.05e-05,0.116,0.606,146.347,4
55876,"Rare Earth","Born To Wander","['blues rock', 'classic rock', 'motown']",202533,FALSE,0.562,0.8,2,-7.24,1,0.0409,0.287,2.52e-06,0.548,0.817,153.444,4
38353,"The Carters","Boss","['pop', 'pop rap', 'r&b', 'rap', 'urban contemporary']",244133,TRUE,0.813,0.488,11,-7.737,0,0.257,0.187,0.000132,0.231,0.688,139.983,4
843,"Stone Sour","Bother","['alternative metal', 'groove metal', 'nu metal', 'post-grunge', 'rock']",240400,TRUE,0.272,0.281,1,-7.634,1,0.0287,0.388,2.29e-05,0.158,0.141,89.914,4
38216,"The Fireballs","Bottle Of Wine","[]",130226,FALSE,0.65,0.8,9,-8.202,1,0.0321,0.00849,0.155,0.0678,0.956,136.2,4
82974,"Juicy J Featuring Wale & Trey Songz","Bounce It","['crunk', 'dirty south rap', 'gangster rap', 'hip hop', 'memphis hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",260560,TRUE,0.785,0.572,11,-9.383,1,0.0859,0.00811,0,0.111,0.477,140.032,4
99503,"The Everly Brothers","Bowling Green","['adult standards', 'brill building pop', 'bubblegum pop', 'folk rock', 'lounge', 'mellow gold', 'rock-and-roll', 'rockabilly', 'sunshine pop']",166946,FALSE,0.544,0.554,7,-11.789,1,0.037,0.695,0.000639,0.388,0.633,123.523,4
97201,"Tia","Boy Toy","['anime', 'otacore']",249213,FALSE,0.729,0.761,5,-9.108,0,0.0375,0.0201,3.28e-05,0.0731,0.918,120.716,4
77066,"SaFire","Boy, I've Been Told","['freestyle']",375386,FALSE,0.7,0.623,4,-11.604,1,0.0516,0.000744,0.0109,0.0645,0.72,119.798,4
73071,"Looking Glass","Brandy (You're A Fine Girl)","['soft rock', 'sunshine pop']",186826,FALSE,0.719,0.768,1,-7.528,0,0.0766,0.54,1.59e-05,0.146,0.772,125.315,4
58202,"21 Savage","Break Da Law","['atl hip hop', 'pop rap', 'rap', 'trap']",177747,TRUE,0.904,0.575,1,-7.823,1,0.346,0.0493,0,0.256,0.359,141.039,4
701,"Tina Turner","Break Every Rule","['disco', 'europop', 'mellow gold', 'new wave pop', 'soft rock']",242133,FALSE,0.653,0.625,3,-13.594,1,0.0285,0.00459,0.00256,0.0897,0.978,123.946,4
35890,"Britney Spears","Break The Ice","['dance pop', 'pop', 'post-teen pop']",196053,FALSE,0.712,0.911,5,-3.866,0,0.0445,0.689,8.02e-06,0.107,0.85,117.533,4
27716,"Cole Swindell","Break Up In The End","['contemporary country', 'country', 'country road', 'modern country rock']",199693,FALSE,0.507,0.372,1,-8.433,1,0.0303,0.481,0,0.271,0.257,86.422,4
2325,"Cynthia","Break Up To Make Up","[]",237093,FALSE,0.4,0.28,4,-13.412,1,0.0343,0.522,0,0.193,0.149,121.488,4
89023,"Del Shannon","Break Up","['adult standards', 'brill building pop', 'bubblegum pop', 'doo-wop', 'folk rock', 'merseybeat', 'rock-and-roll', 'rockabilly']",139786,FALSE,0.497,0.863,7,-5.291,1,0.0342,0.291,0,0.154,0.904,114.047,4
32201,"Taio Cruz Featuring Ludacris","Break Your Heart","['dance pop', 'edm', 'pop', 'pop rap', 'post-teen pop']",186266,FALSE,0.666,0.899,8,-4.676,1,0.028,0.00155,0,0.0677,0.629,122.05,4
33013,"Seduction","Breakdown","['freestyle']",301893,FALSE,0.789,0.898,10,-9.679,0,0.0708,0.334,0,0.329,0.758,106.813,4
66566,"Tom Petty And The Heartbreakers","Breakdown","['album rock', 'classic rock', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'pop rock', 'psychedelic rock', 'rock', 'roots rock', 'soft rock']",163893,FALSE,0.625,0.35,9,-8.395,0,0.0436,0.398,6.76e-05,0.123,0.69,113.688,4
45181,"Outlaws","Breaker - Breaker","['album rock', 'blues rock', 'classic rock', 'country rock', 'hard rock', 'mellow gold', 'rock', 'soft rock', 'southern rock']",177000,FALSE,0.532,0.637,5,-8.006,1,0.0831,0.679,0,0.153,0.699,147.624,4
12053,"The Script","Breakeven","['celtic rock', 'neo mellow', 'pop', 'pop rock', 'post-teen pop', 'viral pop']",261426,FALSE,0.63,0.698,10,-4.51,1,0.0244,0.173,0,0.0789,0.529,94.023,4
13922,"Country Joe McDonald","Breakfast For Two","['folk rock', 'psychedelic rock']",285760,FALSE,0.351,0.293,11,-19.328,0,0.0378,0.373,0.00028,0.0888,0.399,95.201,4
4000,"Al Jarreau","Breakin' Away","['adult standards', 'jazz funk', 'quiet storm', 'smooth jazz', 'soft rock', 'vocal jazz', 'yacht rock']",253933,FALSE,0.678,0.345,1,-17.268,0,0.0338,0.434,3.81e-05,0.254,0.564,71.69,4
26958,"Jivin' Gene And The Jokers","Breaking Up Is Hard To Do","['swamp pop']",149653,FALSE,0.509,0.415,2,-10.234,1,0.0269,0.262,1.42e-05,0.191,0.604,112.228,3
17773,"Albert King","Breaking Up Somebody's Home","['blues', 'blues rock', 'classic rock', 'electric blues', 'memphis soul', 'soul blues', 'traditional blues']",220546,FALSE,0.601,0.437,9,-7.391,0,0.0483,0.224,0.00156,0.109,0.892,175.634,4
38079,"Miley Cyrus","Breakout","['dance pop', 'pop', 'post-teen pop']",206160,FALSE,0.44,0.852,4,-3.677,1,0.0565,0.000171,3.63e-06,0.234,0.823,159.981,4
8420,"Swing Out Sister","Breakout","['new romantic', 'new wave pop']",228000,FALSE,0.657,0.725,9,-7.84,1,0.029,0.136,0.0102,0.0465,0.752,113.172,4
41103,"Taylor Swift Featuring Colbie Caillat","Breathe","['pop', 'post-teen pop']",263986,FALSE,0.502,0.483,1,-7.203,1,0.0281,0.451,0,0.123,0.145,147.988,4
23133,"Ariana Grande","Breathin","['dance pop', 'pop', 'post-teen pop']",208294,TRUE,0.568,0.656,8,-5.413,1,0.0433,0.0211,1.37e-05,0.213,0.364,100.049,4
4637,"Barenaked Ladies","Brian Wilson","['canadian indie', 'canadian pop', 'canadian rock', 'comic', 'pop rock', 'post-grunge']",287773,FALSE,0.633,0.701,5,-11.86,1,0.0398,0.365,5.16e-06,0.179,0.88,153.109,4
