"id","performer","song","genre","track_duration","track_explicit","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","time_signature","rating"
54371,"Karyn White","Can I Stay With You","['minneapolis sound', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']",338666,FALSE,0.674,0.465,5,-8.565,1,0.0258,0.441,0,0.098,0.317,129.896,4,22
74315,"The Bachelors","Can I Trust You?","['brill building pop', 'british invasion', 'bubblegum pop', 'classic uk pop', 'merseybeat', 'rock-and-roll']",161840,FALSE,0.382,0.5,9,-9.125,0,0.0447,0.622,9.06e-06,0.113,0.417,117.17,3,23
13990,"Natural Four","Can This Be Real","['classic soul']",208040,FALSE,0.435,0.294,8,-14.779,1,0.0315,0.655,3.56e-06,0.138,0.712,178.194,4,36
48592,"Robin Thicke","Can U Believe","['dance pop', 'hip pop', 'neo soul', 'pop', 'r&b', 'urban contemporary']",291960,FALSE,0.643,0.406,11,-7.772,1,0.0262,0.456,0.000375,0.144,0.349,82.07,4,18
23196,"Todd Rundgren","Can We Still Be Friends","['album rock', 'art rock', 'classic rock', 'classic uk pop', 'country rock', 'folk', 'folk rock', 'mellow gold', 'philly soul', 'power pop', 'psychedelic rock', 'rock', 'roots rock', 'singer-songwriter', 'soft rock', 'symphonic rock', 'zolo']",217693,FALSE,0.57,0.276,5,-13.47,0,0.0394,0.748,1.79e-05,0.0836,0.321,174.288,3,44
19098,"Tevin Campbell","Can We Talk","['dance pop', 'hip pop', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']",284586,FALSE,0.658,0.711,2,-7.424,0,0.0425,0.0759,1.77e-05,0.0446,0.614,172.365,4,62
83861,"Grand Funk Railroad","Can You Do It","['album rock', 'art rock', 'blues rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'mellow gold', 'psychedelic rock', 'rock', 'soft rock', 'symphonic rock']",197693,FALSE,0.527,0.884,0,-6.876,1,0.0794,0.00768,0,0.869,0.897,148.194,4,24
60014,"The Contours","Can You Do It","['brill building pop', 'motown', 'northern soul']",138346,FALSE,0.502,0.815,5,-6.976,1,0.126,0.137,0.00129,0.126,0.773,152.952,4,24
12431,"The Jacksons","Can You Feel It","['disco', 'funk', 'motown', 'quiet storm', 'soul']",230773,FALSE,0.843,0.702,6,-4.981,0,0.0462,0.0499,0.000301,0.308,0.883,125.464,4,33
84435,"Dru Down","Can You Feel Me","['g funk', 'gangster rap', 'hyphy', 'west coast rap', 'west coast trap']",252493,TRUE,0.804,0.731,6,-7.36,0,0.225,0.00379,0,0.084,0.451,89.139,4,21
46314,"Glen Campbell","Can You Fool","['adult standards', 'arkansas country', 'brill building pop', 'bubblegum pop', 'classic country pop', 'classic uk pop', 'country rock', 'folk', 'folk rock', 'lounge', 'mellow gold', 'nashville sound', 'soft rock']",191520,FALSE,0.688,0.424,9,-10.632,1,0.0291,0.664,3.12e-06,0.0884,0.441,119.078,4,27
37372,"Funkadelic","Can You Get To That","['funk', 'funk rock', 'p funk', 'psychedelic rock', 'soul']",171560,FALSE,0.689,0.83,8,-8.774,1,0.0954,0.539,0,0.0882,0.815,140.732,4,28
15233,"Graham Central Station","Can You Handle It?","['funk']",310466,FALSE,0.645,0.776,0,-10.937,1,0.0519,0.111,0.000813,0.334,0.76,101.339,4,26
81504,"Bob Dylan","Can You Please Crawl Out Your Window?","['album rock', 'classic rock', 'folk', 'folk rock', 'mellow gold', 'rock', 'roots rock', 'singer-songwriter']",243280,FALSE,0.531,0.658,7,-8.027,1,0.0346,0.459,6.78e-06,0.214,0.897,114.193,4,24
89070,"Maureen McGovern","Can You Read My Mind","['bubblegum pop']",200933,FALSE,0.284,0.311,10,-15.331,1,0.0354,0.666,0.000575,0.219,0.264,67.593,4,28
12793,"New Edition","Can You Stand The Rain","['boy band', 'dance pop', 'funk', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']",297706,FALSE,0.615,0.373,8,-15.101,1,0.0352,0.687,0.00835,0.118,0.736,143.223,4,46
53745,"Peabo Bryson","Can You Stop The Rain","['adult standards', 'new jack swing', 'quiet storm', 'soft rock', 'urban contemporary']",334773,FALSE,0.691,0.428,3,-9.722,0,0.0356,0.21,0,0.264,0.101,119.86,4,34
86886,"Lil Wayne","Can't Be Broken","['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",193243,TRUE,0.578,0.577,2,-5.997,0,0.202,0.121,0,0.086,0.154,99.288,5,52
5889,"Tim McGraw","Can't Be Really Gone","['contemporary country', 'country', 'country road']",201133,FALSE,0.561,0.473,5,-9.972,1,0.0263,0.646,3.44e-06,0.298,0.444,106.994,4,19
52492,"T-Pain Featuring Lil Wayne","Can't Believe It","['dance pop', 'hip hop', 'pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap', 'urban contemporary']",273826,FALSE,0.648,0.516,10,-8.869,0,0.049,0.00179,0,0.0772,0.0756,89.828,4,58
77158,"Faith Evans Featuring Carl Thomas","Can't Believe","['dance pop', 'hip hop', 'hip pop', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']",300160,FALSE,0.784,0.518,7,-4.828,1,0.0496,0.0684,1.55e-06,0.0646,0.491,89.591,4,39
49809,"The Beatles","Can't Buy Me Love","['british invasion', 'merseybeat', 'psychedelic rock', 'rock']",131866,FALSE,0.483,0.677,0,-5.91,1,0.0593,0.283,0,0.321,0.842,170.72,4,59
83273,"Cate Bros.","Can't Change My Heart",NA,168120,FALSE,0.826,0.613,0,-8.63,1,0.0408,0.516,0.00974,0.191,0.962,104.514,4,5
55392,"Sheryl Crow","Can't Cry Anymore","['folk', 'lilith', 'mellow gold', 'neo mellow', 'new wave pop', 'permanent wave', 'pop rock', 'rock']",221840,FALSE,0.838,0.539,7,-10.806,1,0.0584,0.03,1.24e-05,0.0554,0.847,110.71,4,39
49557,"Juice WRLD","Can't Die","['chicago rap', 'melodic rap']",182922,TRUE,0.652,0.671,2,-5.89,1,0.0756,0.0222,0,0.107,0.274,84.008,4,45
3280,"Lil Baby","Can't Explain","['atl hip hop', 'atl trap', 'rap', 'trap']",181341,TRUE,0.642,0.372,10,-10.201,1,0.582,0.0365,0,0.149,0.119,160.009,4,21
13099,"The Weeknd","Can't Feel My Face","['canadian contemporary r&b', 'canadian pop', 'pop']",213520,FALSE,0.705,0.769,9,-5.526,0,0.0426,0.112,0,0.105,0.59,107.939,4,74
88521,"LeAnn Rimes","Can't Fight The Moonlight","['country', 'country dawn', 'dance pop', 'pop rock']",215506,FALSE,0.628,0.834,6,-6.341,0,0.0497,0.403,0,0.051,0.626,97.865,4,64
69036,"REO Speedwagon","Can't Fight This Feeling","['album rock', 'classic rock', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'pop rock', 'rock', 'soft rock']",294773,FALSE,0.408,0.48,9,-11.017,1,0.0266,0.155,1.82e-05,0.0877,0.19,156.344,4,65
70501,"Orpheus","Can't Find The Time","['chamber orchestra', 'classical organ', 'classical performance']",202506,FALSE,0.545,0.725,7,-3.999,1,0.0255,0.601,6.36e-06,0.312,0.609,98.851,4,16
78461,"Gloria Estefan","Can't Forget You","['dance pop', 'latin pop', 'new wave pop', 'soft rock']",254173,FALSE,0.565,0.426,2,-10.705,1,0.0343,0.339,0,0.365,0.28,142.179,4,27
6517,"? (Question Mark) & The Mysterians","Can't Get Enough Of You, Baby","['chicano punk', 'classic garage rock', 'freakbeat', 'protopunk', 'psychedelic rock']",115200,FALSE,0.588,0.709,0,-9.87,1,0.03,0.265,0,0.194,0.877,135.511,4,21
27269,"Barry White","Can't Get Enough Of Your Love, Babe","['adult standards', 'disco', 'funk', 'motown', 'quiet storm', 'soul']",274000,FALSE,0.729,0.78,5,-7.604,1,0.0631,0.114,0.106,0.0759,0.795,111.833,4,60
58947,"Taylor Dayne","Can't Get Enough Of Your Love","['freestyle', 'hi-nrg', 'new wave pop', 'soft rock']",265893,FALSE,0.691,0.837,9,-5.09,0,0.0353,0.0147,4.47e-05,0.162,0.64,108.175,4,45
52111,"J. Cole Featuring Trey Songz","Can't Get Enough","['conscious hip hop', 'hip hop', 'nc hip hop', 'pop rap', 'rap']",225960,FALSE,0.768,0.62,2,-7.399,1,0.0658,0.139,0,0.521,0.589,132.035,4,47
25785,"Winger","Can't Get Enuff","['album rock', 'glam metal', 'hard rock', 'rock', 'sleaze rock']",226344,FALSE,0.638,0.83,11,-8.616,0,0.0289,0.000847,0.00453,0.224,0.861,100.05,4,26
58135,"Electric Light Orchestra","Can't Get It Out Of My Head","['album rock', 'art rock', 'bow pop', 'classic rock', 'folk rock', 'glam rock', 'mellow gold', 'rock', 'soft rock', 'symphonic rock']",261466,FALSE,0.226,0.382,0,-14.449,1,0.0281,0.748,0.0084,0.131,0.33,169.146,4,53
51377,"Andy Williams","Can't Get Used To Losing You","['adult standards', 'brill building pop', 'easy listening', 'mellow gold']",142000,FALSE,0.413,0.164,0,-14.579,1,0.0378,0.914,1.4e-05,0.0883,0.845,183.178,4,52
1361,"Lenny Kravitz","Can't Get You Off My Mind","['permanent wave', 'pop rock', 'rock']",274000,FALSE,0.567,0.52,7,-10.247,1,0.0283,0.0147,3.91e-06,0.25,0.393,124.708,4,41
37160,"Kylie Minogue","Can't Get You Out Of My Head","['australian dance', 'australian pop', 'dance pop', 'electropop', 'eurodance', 'europop', 'new wave pop', 'pop']",230640,FALSE,0.766,0.563,9,-7.516,0,0.0339,0.0263,0.683,0.115,0.964,126.007,4,63
87765,"The Stylistics","Can't Give You Anything (but My Love)","['adult standards', 'classic soul', 'disco', 'funk', 'motown', 'philly soul', 'quiet storm', 'soul']",201572,FALSE,0.513,0.522,7,-16.728,0,0.0408,0.504,4.86e-06,0.26,0.682,112.565,4,30
50250,"Drake","Can't Have Everything","['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",228437,TRUE,0.636,0.568,1,-8.441,1,0.419,0.0111,0,0.117,0.438,82.495,4,30
77607,"The Standells","Can't Help But Love You","['bubblegum pop', 'classic garage rock', 'freakbeat', 'protopunk', 'psychedelic rock']",172200,FALSE,0.435,0.762,10,-9.796,1,0.0316,0.754,0.000314,0.339,0.728,107.332,4,9
14482,"Trey Songz","Can't Help But Wait","['dance pop', 'pop', 'pop rap', 'r&b', 'trap', 'urban contemporary']",206413,FALSE,0.699,0.699,8,-5.564,0,0.0737,0.358,0,0.0912,0.611,94.977,4,59
24115,"Al Martino","Can't Help Falling In Love","['adult standards', 'brill building pop', 'easy listening', 'lounge']",141266,FALSE,0.178,0.416,8,-14.14,1,0.0352,0.0764,3.86e-05,0.155,0.354,150.86,3,21
12839,"Andy Williams","Can't Help Falling In Love","['adult standards', 'brill building pop', 'easy listening', 'mellow gold']",191866,FALSE,0.39,0.635,9,-9.288,1,0.0338,0.0657,5.97e-05,0.284,0.434,128.91,4,13
71392,"Corey Hart","Can't Help Falling In Love","['album rock', 'dance rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'soft rock']",207893,FALSE,0.285,0.117,9,-20.993,1,0.0368,0.945,1.99e-06,0.0654,0.157,132.4,4,37
428,"Elvis Presley With The Jordanaires","Can't Help Falling In Love",NA,180160,FALSE,0.393,0.316,2,-12.585,1,0.0271,0.948,0.000249,0.108,0.33,99.957,3,42
20388,"Gerald Levert","Can't Help Myself","['funk', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'soul', 'urban contemporary']",323680,FALSE,0.55,0.64,10,-6.272,1,0.061,0.496,0,0.163,0.606,143.345,3,15
44674,"Earth, Wind & Fire","Can't Hide Love","['disco', 'funk', 'jazz funk', 'motown', 'quiet storm', 'soul']",250586,FALSE,0.515,0.412,5,-10.995,0,0.033,0.691,0.09,0.0907,0.444,78.352,4,43
29904,"Christina Aguilera Featuring Lil' Kim","Can't Hold Us Down","['dance pop', 'pop', 'post-teen pop', 'r&b']",255266,FALSE,0.859,0.658,8,-4.481,1,0.192,0.0326,0.00181,0.0651,0.538,98.989,4,57
4799,"Macklemore & Ryan Lewis Featuring Ray Dalton","Can't Hold Us","['pop rap']",258342,FALSE,0.641,0.922,2,-4.457,1,0.0786,0.0291,0,0.0862,0.847,146.078,4,75
85264,"Eddie Money","Can't Keep A Good Man Down","['album rock', 'classic rock', 'folk rock', 'hard rock', 'mellow gold', 'pop rock', 'rock', 'soft rock']",217893,FALSE,0.538,0.853,2,-6.147,1,0.0335,0.00872,2.44e-06,0.107,0.554,120.912,4,21
7549,"Ciara Featuring 50 Cent","Can't Leave 'Em Alone","['dance pop', 'hip pop', 'pop', 'pop rap', 'post-teen pop', 'r&b', 'rap', 'urban contemporary']",244760,FALSE,0.527,0.696,1,-6.015,0,0.361,0.209,0,0.0516,0.499,100.614,4,48
89707,"Anthony Hamilton","Can't Let Go","['neo soul', 'new jack swing', 'quiet storm', 'r&b', 'soul', 'urban contemporary']",232533,FALSE,0.65,0.501,10,-6.905,1,0.0963,0.582,0,0.112,0.374,127.984,4,35
49800,"Mariah Carey","Can't Let Go","['dance pop', 'pop', 'r&b', 'urban contemporary']",266560,FALSE,0.477,0.533,10,-11.049,1,0.0408,0.591,0.00685,0.139,0.18,162.368,4,56
34274,"Stephen Stills","Can't Let Go","['blues rock', 'classic rock', 'country rock', 'folk', 'folk rock', 'mellow gold', 'psychedelic rock', 'rock', 'roots rock', 'singer-songwriter', 'soft rock', 'traditional folk']",251493,FALSE,0.615,0.221,7,-16.814,1,0.0292,0.5,4.2e-05,0.114,0.232,67.363,4,14
82648,"Fabolous Featuring Mike Shorey & Lil' Mo","Can't Let You Go","['dance pop', 'gangster rap', 'hip hop', 'hip pop', 'pop rap', 'r&b', 'rap', 'trap']",223973,TRUE,0.646,0.6,9,-6.569,1,0.458,0.231,0,0.0794,0.811,192.082,4,61
85565,"Chuck Jackson & Maxine Brown","Can't Let You Out Of My Sight","['classic soul', 'motown', 'northern soul', 'rhythm and blues', 'southern soul']",137386,FALSE,0.597,0.744,0,-7.656,1,0.0364,0.335,0,0.0875,0.453,82.584,4,4
90936,"Solomon Burke","Can't Nobody Love You","['brill building pop', 'classic soul', 'funk', 'motown', 'soul', 'soul blues', 'southern soul', 'vocal jazz']",153960,FALSE,0.599,0.348,5,-10.271,1,0.03,0.692,0,0.107,0.448,91.542,3,33
94368,"Kelly Rowland","Can't Nobody","['atl hip hop', 'dance pop', 'deep pop r&b', 'hip pop', 'pop', 'pop rap', 'post-teen pop', 'r&b', 'urban contemporary']",244133,FALSE,0.797,0.791,6,-6.134,1,0.177,0.0311,0.0239,0.139,0.964,97.373,4,18
4199,"The Knack","Can't Put A Price On Love","['album rock', 'power pop']",282533,FALSE,0.628,0.658,2,-6.207,1,0.0338,0.555,2.42e-05,0.0919,0.878,184.467,3,20
83409,"K. Michelle","Can't Raise A Man","['dance pop', 'deep pop r&b', 'hip pop', 'pop rap', 'r&b', 'urban contemporary']",208040,FALSE,0.623,0.677,5,-5.215,1,0.0639,0.0233,0,0.0724,0.182,151.804,4,26
95613,"Shakira Featuring Rihanna","Can't Remember To Forget You","['colombian pop', 'dance pop', 'latin', 'latin pop', 'mexican pop', 'pop']",206866,FALSE,0.569,0.683,9,-7.585,1,0.0531,0.0073,0.00385,0.488,0.362,138.202,4,57
21413,"Curtis Mayfield","Can't Say Nothin'","['chicago soul', 'classic soul', 'disco', 'funk', 'soul']",317426,FALSE,0.758,0.606,1,-13.359,1,0.0514,0.279,0.425,0.0337,0.944,81.043,4,12
97924,"Travis Scott","Can't Say","['rap']",198408,TRUE,0.702,0.708,10,-5.366,0,0.0547,0.201,0,0.118,0.713,147.98,4,51
33979,"The Seeds","Can't Seem To Make You Mine","['permanent wave']",185480,FALSE,0.699,0.384,7,-13.691,1,0.044,0.148,0,0.121,0.584,109.573,4,40
71579,"Agnetha Faltskog","Can't Shake Loose","['classic swedish pop', 'europop', 'new wave pop', 'swedish pop']",263240,FALSE,0.778,0.484,9,-13.693,0,0.0352,0.00641,0.0071,0.0716,0.916,125.175,4,35
71342,"Gloriana","Can't Shake You","['contemporary country', 'country', 'country dawn', 'country road', 'modern country rock']",266973,FALSE,0.651,0.696,9,-6.611,1,0.0331,0.247,0,0.114,0.441,112.988,4,25
11896,"Pentatonix","Can't Sleep Love","['a cappella']",173053,FALSE,0.73,0.433,2,-7.05,1,0.0455,0.0849,0,0.169,0.572,94.596,4,26
12105,"Rockets","Can't Sleep","['dance rock', 'dream pop', 'gothic rock', 'industrial rock', 'new romantic', 'new wave', 'new wave pop', 'post-punk']",175884,FALSE,0.786,0.702,5,-6.262,1,0.0262,0.522,0.0105,0.318,0.779,106.933,4,23
39433,"Barry Manilow","Can't Smile Without You","['adult standards', 'bubblegum pop', 'disco', 'lounge', 'mellow gold', 'quiet storm', 'soft rock', 'yacht rock']",193440,FALSE,0.419,0.516,7,-9.937,1,0.0335,0.494,4.41e-06,0.148,0.476,97.884,4,60
61192,"Dave Hollister","Can't Stay","['hip pop', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']",377400,FALSE,0.405,0.431,11,-7.73,1,0.0442,0.00508,0,0.135,0.0397,117.606,3,21
29462,"Becky G","Can't Stop Dancin'","['latin', 'latin viral pop', 'rap latina', 'reggaeton']",198852,FALSE,0.645,0.669,0,-7.946,0,0.0638,0.00545,0.00138,0.0997,0.568,100.052,4,27
9534,"Cheap Trick","Can't Stop Falling Into Love","['album rock', 'art rock', 'classic rock', 'dance rock', 'glam metal', 'glam rock', 'hard rock', 'heartland rock', 'mellow gold', 'new wave pop', 'pop rock', 'power pop', 'rock', 'soft rock']",229680,FALSE,0.648,0.676,6,-11.587,0,0.0275,0.0535,0,0.0877,0.854,107.647,4,42
87867,"B.T. Express","Can't Stop Groovin' Now, Wanna Do It Some More","['classic soul', 'disco', 'funk', 'jazz funk', 'post-disco', 'quiet storm']",352506,FALSE,0.732,0.889,6,-9.026,0,0.0968,0.0517,0.796,0.0584,0.668,116.796,4,20
45984,"Van Halen","Can't Stop Lovin' You","['album rock', 'classic rock', 'hard rock', 'metal', 'rock']",247466,FALSE,0.609,0.912,9,-3.324,1,0.0338,0.0734,3.1e-06,0.159,0.564,118.035,4,48
64139,"Phil Collins","Can't Stop Loving You","['mellow gold', 'soft rock']",256453,FALSE,0.604,0.778,0,-5.686,1,0.0259,0.00726,1.33e-05,0.114,0.419,100.155,4,38
88937,"Tom Jones","Can't Stop Loving You","['adult standards', 'british invasion', 'mellow gold']",248626,FALSE,0.404,0.517,10,-11.056,1,0.0334,0.553,2.5e-05,0.544,0.483,89.112,4,39
38723,"Aaron Neville","Can't Stop My Heart From Loving You (The Rain Song)","['soul']",257560,FALSE,0.833,0.687,7,-8.612,0,0.0308,0.158,1.88e-06,0.0657,0.805,96.182,4,11
56210,"Justin Timberlake","Can't Stop The Feeling!","['dance pop', 'pop']",237546,FALSE,0.669,0.832,0,-5.72,1,0.0682,0.0106,0,0.0968,0.7,113.035,4,75
42757,"Young Gunz","Can't Stop, Won't Stop","['philly rap']",262800,TRUE,0.855,0.788,6,-3.041,0,0.219,0.00709,0,0.358,0.809,99.992,4,50
70090,"After 7","Can't Stop","['funk', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']",247906,FALSE,0.727,0.811,0,-11.547,0,0.0385,0.245,1.22e-05,0.192,0.808,97.098,4,53
55686,"DaBaby","CAN'T STOP","['north carolina hip hop', 'rap']",168373,TRUE,0.732,0.707,11,-5.849,0,0.304,0.0348,0,0.399,0.832,140.04,4,33
26290,"Red Hot Chili Peppers","Can't Stop","['alternative rock', 'funk metal', 'funk rock', 'permanent wave', 'post-grunge', 'rock']",269000,FALSE,0.618,0.938,9,-3.442,1,0.0456,0.0179,0,0.167,0.875,91.455,4,51
67223,"Rick James","Can't Stop","['disco', 'funk', 'motown', 'post-disco', 'quiet storm', 'soul']",257106,FALSE,0.715,0.694,9,-10.931,0,0.0553,0.036,1.96e-06,0.24,0.802,135.475,4,27
16191,"Frankie Valli","Can't Take My Eyes Off You","['adult standards', 'brill building pop', 'bubblegum pop', 'doo-wop', 'motown', 'northern soul', 'rock-and-roll']",203240,FALSE,0.575,0.764,4,-7.448,1,0.0746,0.566,1.07e-05,0.0692,0.536,123.821,4,62
92802,"Nancy Wilson","Can't Take My Eyes Off You","['adult standards', 'cool jazz', 'jazz', 'lounge', 'soul', 'vocal jazz']",203120,FALSE,0.356,0.34,7,-10.081,1,0.0332,0.842,0.000175,0.13,0.349,201.896,3,21
19694,"Kanye West","Can't Tell Me Nothing","['chicago rap', 'rap']",271600,TRUE,0.596,0.62,5,-6.133,0,0.039,0.0122,0,0.82,0.102,80.029,4,53
73268,"Public Enemy","Can't Truss It","['conscious hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'old school hip hop', 'rap']",321573,FALSE,0.802,0.872,11,-7.651,1,0.139,0.00196,0,0.132,0.607,101.664,4,38
37850,"Juice Newton","Can't Wait All Night","['classic country pop', 'country dawn', 'soft rock']",239266,FALSE,0.622,0.775,6,-7.076,1,0.03,0.202,2.59e-05,0.106,0.779,101.095,4,20
46607,"Five Star","Can't Wait Another Minute","['modern uplift']",270866,FALSE,0.685,0.819,4,-9.014,0,0.0531,0.112,5.88e-05,0.152,0.537,107.116,4,30
83879,"Redman","Can't Wait","['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'new jersey rap', 'rap', 'southern hip hop', 'wu fam']",252613,TRUE,0.633,0.601,1,-9.82,1,0.482,0.0635,0.00144,0.0712,0.556,91.99,4,19
12090,"Rockell [Duet With Collage]","Can't We Try",NA,257106,FALSE,0.744,0.769,0,-8.674,1,0.0395,0.0355,0.00142,0.113,0.95,132.074,4,31
28226,"Teddy Pendergrass","Can't We Try","['classic soul', 'disco', 'funk', 'motown', 'new jack swing', 'philly soul', 'post-disco', 'quiet storm', 'soul', 'southern soul', 'urban contemporary']",303720,FALSE,0.477,0.375,4,-12.549,0,0.0535,0.676,0,0.144,0.301,129.894,4,30
51777,"Sam & Dave","Can't You Find Another Way (Of Doing It)","['pop', 'uk pop']",146253,FALSE,0.773,0.657,0,-9.578,1,0.0342,0.445,0.0024,0.0976,0.901,111.226,4,23
39205,"Aretha Franklin","Can't You Just See Me","['classic soul', 'jazz blues', 'memphis soul', 'soul', 'southern soul']",123120,FALSE,0.649,0.691,0,-9.232,1,0.117,0.739,0,0.506,0.962,173.957,4,9
45697,"The Marshall Tucker Band","Can't You See","['album rock', 'blues rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'mellow gold', 'rock', 'roots rock', 'soft rock', 'southern rock']",365093,FALSE,0.406,0.713,7,-5.49,1,0.0348,0.276,0.00354,0.112,0.577,164.444,4,36
6823,"Waylon Jennings","Can't You See","['country', 'country rock', 'outlaw country', 'texas country']",224165,FALSE,0.637,0.528,4,-11.723,1,0.0319,0.112,0.00387,0.0679,0.505,90.821,4,20
33057,"""Weird Al"" Yankovic","Canadian Idiot","['antiviral pop', 'comedy rock', 'comic', 'parody']",143040,FALSE,0.543,0.697,8,-9.211,1,0.0612,0.00206,1.82e-06,0.343,0.861,185.978,4,24
88465,"Etta Jones","Canadian Sunset","['vocal jazz']",155306,FALSE,0.535,0.237,0,-13.21,1,0.0424,0.918,4.51e-06,0.116,0.349,127.962,4,11
11582,"Larray","Canceled","['social media pop', 'viral rap']",173880,TRUE,0.647,0.803,11,-5.36,0,0.389,0.137,4.06e-06,0.0952,0.55,82.108,4,31
14319,"twenty one pilots","Cancer","['modern rock', 'rock']",236826,FALSE,0.652,0.295,2,-11.045,1,0.0477,0.281,1.03e-05,0.0809,0.196,75.065,4,30
78378,"Dawn","Candida","['calming instrumental']",182973,FALSE,0.783,0.596,7,-10.056,1,0.0676,0.235,0,0.0427,0.88,127.576,4,52
45872,"The White Tie Affair","Candle (Sick And Tired)","['alternative pop rock', 'electropowerpop', 'neon pop punk', 'pixie', 'pop emo']",230706,FALSE,0.557,0.874,0,-5.729,1,0.0339,0.00134,0,0.127,0.396,139.002,3,32
94712,"Elton John","Candle In The Wind","['glam rock', 'mellow gold', 'piano rock']",228932,FALSE,0.602,0.536,4,-9.74,1,0.0288,0.183,1.9e-05,0.0802,0.506,124.558,4,58
57954,"Bonnie Guitar","Candy Apple Red","[]",144533,FALSE,0.396,0.0534,9,-22.341,1,0.0311,0.959,0.669,0.107,0.373,62.926,4,3
72238,"New Edition","Candy Girl","['boy band', 'dance pop', 'funk', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']",235373,FALSE,0.839,0.623,1,-13.712,1,0.108,0.346,0.0138,0.314,0.668,103.799,4,40
2004,"The 4 Seasons","Candy Girl","['adult standards', 'brill building pop', 'bubblegum pop', 'doo-wop', 'motown', 'northern soul', 'rock-and-roll']",157800,FALSE,0.644,0.52,5,-8.163,1,0.036,0.719,0,0.644,0.715,126.204,4,48
15105,"Roy Orbison","Candy Man","['adult standards', 'brill building pop', 'bubblegum pop', 'folk rock', 'mellow gold', 'rock', 'rock-and-roll', 'rockabilly', 'soft rock']",165640,FALSE,0.564,0.503,0,-8.806,1,0.0365,0.244,6.51e-05,0.105,0.849,157.797,4,42
94616,"Soul For Real","Candy Rain","['boy band', 'hip pop', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']",276066,FALSE,0.576,0.711,11,-7.727,0,0.084,0.00433,3.66e-05,0.0494,0.6,188.242,4,61
89627,"50 Cent Featuring Olivia","Candy Shop","['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'queens hip hop', 'rap']",209106,TRUE,0.614,0.574,11,-7.961,1,0.466,0.0253,3.2e-05,0.38,0.755,125.173,5,68
41901,"Eddie Holland","Candy To Me","['motown']",145040,FALSE,0.66,0.851,0,-3.616,1,0.0441,0.577,0,0.193,0.804,122.441,4,16
57521,"Golden Earring","Candy's Going Bad","['album rock', 'classic rock', 'dutch prog', 'dutch rock', 'nederpop', 'rock']",372533,FALSE,0.397,0.732,4,-6.301,0,0.0378,0.00927,2.78e-05,0.128,0.269,133.724,4,13
78335,"Cameo","Candy","['disco', 'funk', 'motown', 'new jack swing', 'popping', 'post-disco', 'quiet storm', 'soul', 'urban contemporary']",339933,FALSE,0.712,0.706,11,-12.59,0,0.0494,0.147,4.23e-05,0.292,0.852,110.546,4,52
73040,"Doja Cat","Candy","['la indie', 'pop', 'pop rap']",190920,TRUE,0.689,0.516,8,-5.857,1,0.0444,0.513,0,0.163,0.209,124.876,4,40
48223,"Christina Aguilera","Candyman","['dance pop', 'pop', 'post-teen pop', 'r&b']",194213,FALSE,0.686,0.789,8,-4.713,0,0.23,0.0125,0.0147,0.142,0.72,172.976,4,54
59005,"Mandy Moore","Candy","['dance pop', 'hollywood', 'movie tunes', 'neo mellow', 'pop', 'pop rock', 'post-teen pop']",233871,FALSE,0.813,0.836,7,-4.23,1,0.0881,0.178,6.63e-05,0.154,0.677,100.491,4,45
80305,"The Astors","Candy","['memphis soul', 'southern soul']",182600,FALSE,0.699,0.536,3,-11.186,1,0.0315,0.616,0.0128,0.0876,0.916,137.976,4,22
88681,"Norman Greenbaum","Canned Ham","['classic rock']",173000,FALSE,0.584,0.689,9,-8.091,1,0.0318,0.229,1.83e-05,0.0919,0.901,165.429,4,24
86819,"Lea Michele","Cannonball","['hollywood', 'pop', 'post-teen pop']",215426,FALSE,0.564,0.816,4,-3.134,1,0.0466,0.0236,2.33e-05,0.194,0.567,91.985,4,27
79249,"Supertramp","Cannonball","['album rock', 'art rock', 'classic rock', 'glam rock', 'mellow gold', 'piano rock', 'progressive rock', 'rock', 'soft rock']",458083,FALSE,0.76,0.728,2,-9.766,0,0.0347,0.182,0.0808,0.0901,0.801,127.213,4,44
